4066047920872887,1
4685476433401805,0
4249464580242478,0
4402381836036474,1
4333684698982402,1
4365871870482242,0
4595359256086425,0
4595344486069276,0
4402382376972052,1
4066048283128594,1
4402387537592988,1
4129419958107863,1
4073232393434598,1
4402385975104217,1
4595347829635505,0
4334511840032670,1
4321664009305845,0
4333683571174962,1
4129414164743991,1
4355031706889332,0
4333687982722723,1
4835615360384745,0
4333686869618954,1
4402387745595930,1
4073231572179672,1
4595344624464157,0
4066045298390318,1
4289738796717196,0
4355065540352537,0
4220716243379051,0
4129418579162372,1
4595351947352522,0
4129414987222445,1
4355012091257020,0
4595352861303079,0
4066047767233524,1
4835617503004719,0
4365878384450821,0
4303807422761453,1
4073237054146202,1
4565048146173312,1
4066048861740075,1
4303802342144831,1
4181628658902755,0
4066041371802604,1
4333686654106132,1
4595341486940506,0
4333683228913689,1
4333684810020141,1
4835628986434869,0
4365876560569117,0
4129418738364620,1
4129413836182735,1
4835616920134505,0
4355031953090964,0
4595349776229928,0
4066049271527401,1
4595357609267775,0
4595355663978808,0
4595341051123892,0
4321182849854815,0
4595351050836741,0
4218914998700373,0
4402389241410812,1
4066045337050303,1
4333688417195378,1
4066046408123219,1
4129413597115371,1
4595342300018602,0
4289739056633768,0
4333689475614144,1
4595349773676121,0
4595342377386718,0
4129418945291285,1
4835625714734230,0
4595351164210619,0
4333686434910233,1
4334511865698983,1
4333687479204623,1
4685473742333944,0
4333688281662842,1
4365872394896776,0
4595342456084341,0
4595356168882354,0
4402381807567192,1
4565048893356231,1
4249467496278395,0
4565057872366065,1
4207325772470526,0
4249475858314484,0
4321661994859737,0
4333688168092576,1
4129418205934160,1
4129412152738054,1
4129415211817603,1
4365874838186855,0
4207339753888697,0
4355052432025728,0
4595359320656153,0
4595349876557061,0
