4066047920872887, 38, 79, false
4685476433401805, 42, 80, true
4249464580242478, 52, 90, true
4402381836036474, 30, 69, false
4333684698982402, 47, 89, false
4365871870482242, 45, 80, true
4595359256086425, 40, 80, true
4595344486069276, 52, 90, true
4402382376972052, 37, 69, false
4066048283128594, 43, 69, false
4402387537592988, 37, 89, false
4129419958107863, 40, 79, false
4073232393434598, 55, 83, false
4402385975104217, 32, 69, false
4595347829635505, 36, 80, true
4334511840032670, 34, 59, false
4321664009305845, 38, 70, true
4333683571174962, 41, 79, false
4129414164743991, 51, 81, false
4355031706889332, 33, 70, true
4333687982722723, 42, 79, false
4835615360384745, 43, 80, true
4333686869618954, 34, 79, false
4402387745595930, 35, 79, false
4073231572179672, 40, 68, false
4595344624464157, 52, 90, true
4066045298390318, 29, 69, false
4289738796717196, 55, 90, true
4355065540352537, 34, 70, true
4220716243379051, 44, 60, true
4129418579162372, 43, 79, false
4595351947352522, 47, 90, true
4129414987222445, 51, 89, false
4355012091257020, 35, 50, true
4595352861303079, 47, 80, true
4066047767233524, 33, 69, false
4835617503004719, 32, 70, true
4365878384450821, 44, 80, true
4303807422761453, 32, 57, false
4073237054146202, 28, 46, false
4565048146173312, 36, 69, false
4066048861740075, 31, 59, false
4303802342144831, 43, 67, false
4181628658902755, 40, 70, true
4066041371802604, 29, 53, false
4333686654106132, 32, 59, false
4595341486940506, 41, 80, true
4333683228913689, 49, 89, false
4333684810020141, 35, 61, false
4835628986434869, 50, 100, true
4365876560569117, 36, 70, true
4129418738364620, 51, 89, false
4129413836182735, 44, 89, false
4835616920134505, 34, 70, true
4355031953090964, 15, 60, true
4595349776229928, 54, 100, true
4066049271527401, 31, 51, false
4595357609267775, 42, 90, true
4595355663978808, 43, 90, true
4595341051123892, 43, 70, true
4321182849854815, 43, 90, true
4595351050836741, 44, 70, true
4218914998700373, 46, 80, true
4402389241410812, 41, 69, false
4066045337050303, 18, 49, false
4333688417195378, 34, 79, false
4066046408123219, 24, 59, false
4129413597115371, 43, 71, false
4595342300018602, 34, 60, true
4289739056633768, 42, 80, true
4333689475614144, 50, 79, false
4595349773676121, 47, 80, true
4595342377386718, 43, 90, true
4129418945291285, 48, 89, false
4835625714734230, 39, 70, true
4595351164210619, 34, 70, true
4333686434910233, 41, 69, false
4334511865698983, 37, 79, false
4333687479204623, 43, 79, false
4685473742333944, 57, 100, true
4333688281662842, 46, 79, false
4365872394896776, 46, 90, true
4595342456084341, 44, 80, true
4595356168882354, 41, 80, true
4402381807567192, 31, 69, false
4565048893356231, 42, 75, false
4249467496278395, 58, 100, true
4565057872366065, 33, 69, false
4207325772470526, 32, 70, true
4249475858314484, 47, 90, true
4321661994859737, 48, 90, true
4333688168092576, 36, 79, false
4129418205934160, 47, 69, false
4129412152738054, 38, 59, false
4129415211817603, 35, 59, false
4365874838186855, 38, 90, true
4207339753888697, 47, 90, true
4355052432025728, 24, 60, true
4595359320656153, 43, 70, true
4595349876557061, 46, 80, true
